,number,author,life,title,position
805,S. N° ,"Le Brun, Mme Elisabeth-Louise Vigée.", (1755-1842). ,Portrait de Mme Le Sould,IVe S. Meubles XVIIIe
806,1042 ,"Leclerc, Jacques-Sébastien, dit Leclerc des Gobe- lins.", (1743- 1785). ,Un berger offre des fleurs à deux dames.,IVe S. Meubles XVIIIe
807,1043 ,"Leclerc, Jacques-Sébastien, dit Leclerc des Gobe- lins.", (1743- 1785). ,L'oiseau en cage; deux jeunes femmes dans un parc,IVe S. Meubles XVIIIe
808,529 ,"Lefebvre, Claude.", (1632-1675). ,Portraits d'un maître et de son élève. ,XIV-N
809,530 ,"Lefebvre, Claude.", (1632-1675). ,Portrait d'hom me. ,XIV-S
810,531 a ,"Le Fèvre, Robert.", (1756-1830). ,Portrait du peintre Carle Vernet ,E. F. XIXe S. 1er étage I
811,534 a ,"Lemaire-Poussin, Pierre.", (1597-1659). ,Vue d'anciens monuments de Rome. ,IX
812,534 b ,"Lemaire-Poussin, Pierre.", (1597-1659). ,Vue d'anciens monuments de Rome.:. ,IX
813,535 ,"Le Moine, ou Le Moyne, François.", (1688-1737). ,L'Olympe; esquisse d'un plafond. ,XVI-N
814,536 ,"Le Moine, ou Le Moyne, François.", (1688-1737). ,"Junon, Iris et Flore. ",XVI-S
816,543 ,"PARIS, MUSÉE NATIONAL DU LOUVRE 47 Le Nain, les frères Antoine, Louis et Mathieu.", (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,Portraits dans un intérieur ,XII
817,543 a ,"PARIS, MUSÉE NATIONAL DU LOUVRE 47 Le Nain, les frères Antoine, Louis et Mathieu.", (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,Réunion de fami)]e. XII Louis (probablement 1501-1648). 540,— Un maréchal dans sa forge XII
818,542 ,"PARIS, MUSÉE NATIONAL DU LOUVRE 47 Le Nain, les frères Antoine, Louis et Mathieu.", (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,La Charrette ou le retour de la fenaison. ,XII
819,548 ,"PARIS, MUSÉE NATIONAL DU LOUVRE 47 Le Nain, les frères Antoine, Louis et Mathieu.", (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,Repas de paysans. ,I-E
820,S. N° ,"PARIS, MUSÉE NATIONAL DU LOUVRE 47 Le Nain, les frères Antoine, Louis et Mathieu.", (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,Réunion de famille de paysans dans un intérieur XII Probablement par Louis. 539 — La Crèche. XII Mathieu (1607-1677). 546,— Jeunes gens jouant aux cartes. XII
821,2642 ,"PARIS, MUSÉE NATIONAL DU LOUVRE 47 Le Nain, les frères Antoine, Louis et Mathieu.", (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,Réunion d'amateurs (dit autrefois: une Chambre de rhétorique). ,XII
823,549 ,"Lépicié, Nicolas-Bernard.", (173s-1784).— ,Cour d'une ferme. ,XVI-N
824,549 a ,"Lépicié, Nicolas-Bernard.", (173s-1784).— ,Portrait de Carie Vernet enfant. ,XVI-N
825,S. N° ,"Lépicié, Nicolas-Bernard.", (173s-1784).— ,Trois enfants mangeant des crêpes,Coll. Schlichting
826,S. N° ,"Lépine, Stanislas.", (18-56-1802). ,Le grand bassin des Tuilerics. ,E. F. XIXe S. 2e étage II
827,S. N° ,"Le Roux, Charles.", (1814-180=1) ,Prairies et marais de Corsept au mois d'Août à l'embouchure de la Loire. Figures de Corot ,E. F. XIXe S. 2e étage 1
828,553 ,"Le Sueur, Eustache.", (1616-1655). ,L'ange du Seigneur apparaît dans le désert à Agar ,XIV-N
829,554 ,"Le Sueur, Eustache.", (1616-1655). ,Le père de Tobie donnant des instructions à son fils ,XIV-N
830,555 ,"Le Sueur, Eustache.", (1616-1655). ,La salutation angélique ,XIV-E
831,556 ,"Le Sueur, Eustache.", (1616-1655). ,Jésus portant sa croix ,XIV-N
832,557 ,"Le Sueur, Eustache.", (1616-1655). ,La descente de croix. ,XIV-S
833,558 ,"Le Sueur, Eustache.", (1616-1655). ,Jésus apparaissant à la Madeleine ,XIV-N
834,559 ,"Le Sueur, Eustache.", (1616-1655). ,"Saint Gervais et saint Protais, amenés devant Astasius, refusent de sacrifier à Jupiter ",XIV-N
835,560 ,"Le Sueur, Eustache.", (1616-1655). ,Prédication de saint Paul à Ephèse. ,XIV-S
836,562 ,"Le Sueur, Eustache.", (1616-1655). ,"Apparition de la Vierge à saint Martin, évêque de Tours. La Vierge est accompagnée de sainte Agnès, sainte Thècle, saint Pierre et saint Paul ",XIV-S
837,563 ,"Le Sueur, Eustache.", (1616-1655). ,"La messe de saint Martin, évêque de Tours. ",XIV-S
838,564 ,"Le Sueur, Eustache.", (1616-1655). ,Saint Bruno assiste au sermon de Raymond Diocrès ,XIII
839,565 ,"Le Sueur, Eustache.", (1616-1655). ,Mort de Raymond Diocrès ,XIII
840,566 ,"Le Sueur, Eustache.", (1616-1655). ,Raymond Diocrès parlant après sa mort pour annoncer sa damnation. ,XIII
841,567 ,"Le Sueur, Eustache.", (1616-1655). ,Saint Bruno en prière.,Esc. Mollien
842,568 ,"Le Sueur, Eustache.", (1616-1655). ,Saint Bruno enseigne la théologie dans les écoles de Reims.,Esc. Mollien
843,569 ,"Le Sueur, Eustache.", (1616-1655). ,Saint Bruno engage ses disciples et ses amis à quitter le monde.,Esc. Mollien
844,570 ,"Le Sueur, Eustache.", (1616-1655). ,Songe de saint Bruno.,Esc. Mollien
845,571 ,"Le Sueur, Eustache.", (1616-1655). ,"Saint Bruno et ses compagnons, avant de partir pour Grenoble, distribuent tous leurs biens aux pauvres.",Esc. Mollien
846,572 ,"Le Sueur, Eustache.", (1616-1655). ,"Arrivée de saint Bruno à Grenoble, chez saint Hugues. ,",Esc. Mollien
847,573 ,"Le Sueur, Eustache.", (1616-1655). ,Voyage à la Chartreuse.,Esc. Mollien
848,574 ,"Le Sueur, Eustache.", (1616-1655). ,Saint Bruno fait construire le monastère.,Esc. Mollien
849,575 ,"Le Sueur, Eustache.", (1616-1655). ,Saint Bruno prend l'habit monastique ,XIV-S
850,576 ,"Le Sueur, Eustache.", (1616-1655). ,Le pape Victor 111 confirme l'institution des Chartreux.,non exposé
851,577 ,"Le Sueur, Eustache.", (1616-1655). ,Saint Bruno donne l'habit à plusieurs personnes,non exposé
852,578 ,"Le Sueur, Eustache.", (1616-1655). ,Saint Bruno reçoit un message du papc.,non exposé
878,610 ,"Lethière, Guillaume-Guillon. [", 1700-18-52). ,La mort de Virginie ,VIII-S
879,* ,"Lethière, Guillaume-Guillon. [", 1700-18-52). ,La Victoire et le Génie des arts. Tympan,S. des Antonins
880,610 a ,"Lévy, Emile.", (1826-1890). ,Portrait de jeune homme ,E. F. XIXe S. 1er étage I
881,S. N° ,"Loir, Alexis,", (vers 1712-1785). ,Portrait de Clément Belle. Pastel,S. des Pastels
882,S. N° ,"Lundberg, Gustave.", (1694-1786). ,Portrait de Charles Natoire. Pastel,S. des Pastels
883,S. N° ,"Lundberg, Gustave.", (1694-1786). ,Portrait de François Boucher. Pastel,S. des Pastels
884,612 ,"Lusurier, Catherine.", (1752-1781). ,"Portrait du peintre Jean-Germain Drouais, à l'âge de 15 ans ",XVI-E
885,1004 ,Maître de Moulins.," (Ecole de la Loire, fin du XVe Siècle). ","Pierre Il, duc de Bourbon, sire de Beaujeu, gendre du roi Louis XI, avec saint Pierre, dans un paysage (1488) ",X
886,1005 ,Maître de Moulins.," (Ecole de la Loire, fin du XVe Siècle). ","Anne de France, duchesse de Bourbon, dame de Beaujeu, fille du roi Louis XI, avec saint Jean l'Évangéliste, dans un paysage (1488). ",X
887,1005 a ,Maître de Moulins.," (Ecole de la Loire, fin du XVe Siècle). ",Sainte Madeleine et une donatrice. ,X
888,613 a ,"Manet, Edouard.", (1832-1883). ,Olympia. ,VIII-S
889,(172) ,"Manet, Edouard.", (1832-1883). ,Lola de Valence.,Coll. Camondo
890,(173) ,"Manet, Edouard.", (1832-1883). ,Le Fifre.,Coll. Camondo
891,(174) ,"Manet, Edouard.", (1832-1883). ,Portrait de Madame Manet. Au piano.,Coll. Camondo
892,(175) ,"Manet, Edouard.", (1832-1883). ,Une branche de pivoines blanches.,Coll. Camondo
893,(176) ,"Manet, Edouard.", (1832-1883). ,Tige et fleurs de pivoines.,Coll. Camondo
894,(177) ,"Manet, Edouard.", (1832-1883). ,"Le port de Boulogne, clair de lune.",Coll. Camondo
895,(178) ,"Manet, Edouard.", (1832-1883). ,Le citron,Coll. Camondo
896,(279) ,"Manet, Edouard.", (1832-1883). ,Lola de Valence. Dessin.,Coll. Camondo
897,(280) ,"Manet, Edouard.", (1832-1883). ,Buste de femme. Pastel,Coll. Camondo
898,(281) ,"Manet, Edouard.", (1832-1883). ,Portrait d'Irma Blumer (la Viennoise). Pastel,Coll. Camondo
899,614 ,"Manglard, Adrien.", (1695-1760). ,"Marine, effet de clair de lune , , , ,",Marine
900,615 ,"Marilhat, Prosper.", (1811-1847). ,"Ruines de la mosquée du khalife Hakem, au Caire. ",E. F. XIXe S. 1er étage II
901,615 a ,"Marilhat, Prosper.", (1811-1847). ,Paysage : moutons s'abreuvant dans une rivière. ,E. F. XIXe S. 2e étage 1
902,S. N° ,"Marilhat, Prosper.", (1811-1847). ,"Paysage, soleil couchant.",Marine 1
903,617 ,"Martin, Pierre-Denis.", (Vers 1673-1742). ,Louis XIV se rendant à l'église des Invalides le 14 juillet 1701,Esc. Henri II
904,* ,"Matout, Louis.", (18 1 1 - 1888). ,L'assemblée des dieux. Plafond.,S. d'Auguste
905,619 ,"Mauzaisse, Jean-Baptiste.", (1784-1844). ,Portrait de la mère de l'auteur. ,E. F. XIXe S. 1er étage 1
907,* ,"Mauzaisse, Jean-Baptiste.", (1784-1844). ,"Peintures en grisaille dans les pendentifs de la voûte, avec figures d'hommes qui portent quatre médaillons","Vest. Galerie d'Apollon, coupole"
908,* ,"Mauzaisse, Jean-Baptiste.", (1784-1844). ,"Plafond: le Temps. — Voussures: les quatre saisons. - Dessus de portes : les quatre éléments. - Entre-deux de fenêtres: les arts, les sciences, le commerce, la guerre",S. bijoux antiques
909,* ,"Mauzaisse, Jean-Baptiste.", (1784-1844). ,Voussures: Trophées d'armes ou attributs encadrant les tables de la Loi. — Plafond : la Sagesse divine donnant des lois aux rois et aux législateurs,IIIe S. mobilier XVIIIe
910,620 ,"Mayer, Mlle Constance.", (1778-1821). ,L'heureuse mère. ,XVI-S
911,621 ,"Mayer, Mlle Constance.", (1778-1821). ,La mère infortunée ,XVI-S
912,622 ,"Mayer, Mlle Constance.", (1778-1821). ,Le rêve de bonheur. ,XVI-S
913,2885 ,"Meissonier, Ernest.", (1815-1891). ,Liseur. ,T. T.
914,2886 ,"Meissonier, Ernest.", (1815-1891). ,Les trois fumeurs.  ,T. T.
915,2887 ,"Meissonier, Ernest.", (1815-1891). ,Le joueur de nùte. ,T. T.
916,2888 ,"Meissonier, Ernest.", (1815-1891). ,Les ordonnances. ,T. T.
917,2889 ,"Meissonier, Ernest.", (1815-1891). ,Le poète. ,T. T.
918,2957 ,"Meissonier, Ernest.", (1815-1891). ,Napoléon III à Solferino. ,E. F. XIXe S. 2e étage II
919,2958 ,"Meissonier, Ernest.", (1815-1891). ,Napoléon III entouré de son état-major,E. F. XIXe S. 2e étage II
920,2959 ,"Meissonier, Ernest.", (1815-1891). ,L'attente.,E. F. XIXe S. 2e étage II
921,2962 ,"Meissonier, Ernest.", (1815 - 1891). ,Blanchisseuse à Antibes ,E. F. XIXe S. 2e étage II
922,2967 ,"Meissonier, Ernest.", (1815 - 1891). ,La Madonna del Bacio \Venise\,E. F. XIXe S. 2e étage II
923,2968 ,"Meissonier, Ernest.", (1815 - 1891). ,Ruines des Tuileries (1871),E. F. XIXe S. 2e étage II
924,2969 ,"Meissonier, Ernest.", (1815 - 1891). ,"Le siège de Paris, 1870-71, allégorie.",E. F. XIXe S. 2e étage II
925,2971 ,"Meissonier, Ernest.", (1815 - 1891). ,Jean-Jacques Rousseau et Madame de Warrens,E. F. XIXe S. 2e étage II
926,2973 ,"Meissonier, Ernest.", (1815 - 1891). ,"Etudes de cuirassiers. ,",E. F. XIXe S. 2e étage II
927,2976 ,"Meissonier, Ernest.", (1815 - 1891). ,La Seine à Poissy,E. F. XIXe S. 2e étage II
928,2980 ,"Meissonier, Ernest.", (1815 - 1891). ,"Son portrait, par lui-même, jeune",E. F. XIXe S. 2e étage II
929,2981 ,"Meissonier, Ernest.", (1815 - 1891). ,"Son portrait, par lui-même, en 1880 — II [73') — L'homme à l'épée",Coll. Chauchard IV
934,178 ,"Meissonier, Ernest. :", 1815-181)1— ,I.e fumeur,Coll. Chauchard II
935,179 ,"Meissonier, Ernest. :", 1815-181)1— ,"La confidence. - II r 80 — Les amateurs de peinture. , — IV ,81 — Au tourne-bride.",Coll. Chauchard II
936,182 ,"Meissonier, Ernest. :", 1815-181)1— ,"Le rieur. - II ,83 — Antibes. La promenade à cheval. — III 84-1 — Gentilhomme Louis XIII - II , 851 — Gentilhomme frisant sa moustache",Coll. Chauchard II
937,186 ,"Meissonier, Ernest. :", 1815-181)1— ,L'auberge du pont de Poissy,Coll. Chauchard 1
938,1871 ,"Meissonier, Ernest. :", 1815-181)1— ,1814. Campagne de France.,Coll. Chauchard II
939,188 ,"Meissonier, Ernest. :", 1815-181)1— ,"Le maréchal Lannes, à cheval. ,",Coll. Chauchard II
940,189 ,"Meissonier, Ernest. :", 1815-181)1— ,"Le maréchal Bessières, à cheval.",Coll. Chauchard II
941,(92 ,"Meissonier, Ernest.", (1815-1X91). ,Le grenadier en faction,Coll. Chauchard
942,(93 ,"Meissonier, Ernest.", (1815-1X91). ,"Dragon à cheval, tenant un pistolet. — IV (94i — Lieutenant de cuirassiers caressant son cheval — II (95i - Dragon en vedette dans la campagne. Grande étude - 1 (96' — Dragon à cheval, le manteau en bandoulière",Coll. II
943,(97) ,"Meissonier, Ernest.", (1815-1X91). ,"Dragon en vedette, regardant à droite.",Coll. II
944,(98) ,"Meissonier, Ernest.", (1815-1X91). ,"Dragon en vedette, regardant à gauche",Coll. IV
945,"S. N"" ","Ménageot, François-Guillaume.", (1744-1810). ,"Allégorie à la naissance du Dauphin, fils de Louis XVI (1778) XVI-E Ménil de La Tour, Georges du (?",- 1 b;2) Voir La Tour
946,622 a ,"Mercier, Philippe.", 11080-1700^. ,L'escamoteur ,I-E
947,622 b ,"Mercier, Philippe.", 11080-1700^. ,Le jeune dégustateur.,S. Blarenberghe
948,* ,"Mérimée, Jean-François-Léonor. (", 17^7-18^oï. ,Diane rendant à Aricie Hippolyte ressuscité par Esculape. Tympan,S. Grecque
949,* ,Meynier Charles., (1708-18-2) ,"Plafond: la France, sous les traits de Minerve, recevant l'hommage des Beaux-Arts. — Voussures : Quatre basreliefs ornés de scènes ou de médaillons à la gloire des arts et des artistes",Palier escalier Daru
950,* ,Meynier Charles., (1708-18-2) ,"Plafond : Apothéose de Poussin, Le Sueur, Le Brun.",— Voussures: Symbolisation des hon- neurs rendus aux artistes. Médaillons repré- sentant les peintres célèbres du siècle de Louis XIV à celui de Napoléon ler Salle V
951,* ,Meynier Charles., (1708-18-2) ,"Plafond : Les nymphes de Parthénope, emportant les Pénates, conduites par la déesse des BeauxArts sur les bords de la Seine. — Voussures : quatre tableaux dans le genre de ceux d'Herculanum.","Musée Charles X, VIIme s."
952,623 ,"Michallon, Achille-Etna.", ( 1700-1822). ,Paysage. E. F.XIXeS. 1erétage ,I
953,625 ,"Michallon, Achille-Etna.", ( 1700-1822). ,Thésée poursuivant les Centaures ,VIII-E
954,626 ,"Michel, Georges.", (1763-184-}). ,Aux environs de Montmartre ,E. F. XIXe S. 2e étage 1
955,627 ,"Michel, Georges.", (1763-184-}). ,Intérieur de forêt.,E. F. XIXe S. 2e étage 1
956,628 ,"Mignard, Pierre, surnommé Le Romain.", (1612- 1695). ,La Vierge à la grappe ,XIV-N
957,629 ,"Mignard, Pierre, surnommé Le Romain.", (1612- 1695). ,Jé.;u'-Christ et la Samaritaine. ,XIV-S
958,634 ,"Mignard, Pierre, surnommé Le Romain.", (1612- 1695). ,Sainte Cécile chantant les louanges du Seigneur. ,XIV-N
959,638 ,"Mignard, Pierre, surnommé Le Romain.", (1612- 1695). ,"Portraits en pied de Louis de France, dauphin, fils de Louis XIV (le Grand Dauphin), de sa femme et de ses enfants en bas âge ",XV-S
960,639 ,"Mignard, Pierre, surnommé Le Romain.", (1612- 1695). ,"Portrait de Françoise d'Aubigné, marquise de Maintenon. ",XIV-S
961,641 ,"Millet, Jean-François.", (1814-187:;). ,L'église de Gréville .* ,E. F. XIXe S. 2e étage I
962,642 ,"Millet, Jean-François.", (1814-187:;). ,Baigneuses.,E. F. XIXe S. 2e étage I
963,642 a ,"Millet, Jean-François.", (1814-187:;). ,"Madame Lecourtois, belle-sœur de l'artiste",E. F. XIXe S. 2e étage I
964,643 ,"Millet, Jean-François.", (1814-187:;). ,Le Printemps. ,VIII-0
966,644 a ,"Millet, Jean-François."," (1814-187=,). ",La couseuse. ,E. F. XIXe S. 2e étage 1
967,644 b ,"Millet, Jean-François."," (1814-187=,). ",Le repos des faneurs,E. F. XIXe S. 2e étage 1
968,"S. N"" ","Millet, Jean-François."," (1814-187=,). ",Portrait de M. Collot.,E. F. XIXe S. 2e étage II
969,"S. N"" ","Millet, Jean-François."," (1814-187=,). ","Le repos des moissonneurs, esquisse",E. F. XIXe S. 1er étage II
970,2890 ,"Millet, Jean-François."," (1814-187=,). ",Brùleuse d'herbes  ,T. T.
971,2892 ,"Millet, Jean-François.", (1814-187 ,s)Les botteleurs. ,T. T.
972,2893 ,"Millet, Jean-François.", (1814-187 ,Le vanneur  ,T. T.
973,2894 ,"Millet, Jean-François.", (1814-187 ,Précaution maternelle ,T. T.
974,2895 ,"Millet, Jean-François.", (1814-187 ,Le fendeur de bois. ,T. T.
975,(99) ,"Millet, Jean-François.", (1814-187 ,Le vanneur,Coll. Chauchard IV
976,(100) ,"Millet, Jean-François.", (1814-187 ,La petite bergère,Coll. Chauchard IV
977,(101) ,"Millet, Jean-François.", (1814-187 ,"La tricoteuse ,",Coll. Chauchard IV
978,(102) ,"Millet, Jean-François.", (1814-187 ,L'Angelus,Coll. Chauchard III
979,(103) ,"Millet, Jean-François.", (1814-187 ,La femme au puits. Dessin,Coll. Chauchard IV
980,(104) ,"Millet, Jean-François.", (1814-187 ,La bergère gardant ses moutons,Coll. Chauchard IV
981,(105) ,"Millet, Jean-François.", (1814-187 ,"La fileuse, chevrière auvergnate.",Coll. Chauchard IV
982,(106) ,"Millet, Jean-François.", (1814-187 ,Le parc à moutons; clair de lune.,Coll. Chauchard IV
983,(181) ,"MONET 659 NATTIER (179; Monet, Claude,", (né à Paris 1840). ,La charrette. Route sous la neige à Honfleur,Coll. Camondo
984,(180) ,"MONET 659 NATTIER (179; Monet, Claude,", (né à Paris 1840). ,Régates à Argenteuil; les barques,Coll. Camondo
985,(181) ,"MONET 659 NATTIER (179; Monet, Claude,", (né à Paris 1840). ,Le bassin d'Argenteuil,Coll. Camondo
986,(182) ,"MONET 659 NATTIER (179; Monet, Claude,", (né à Paris 1840). ,La Seine à Vétheuil,Coll. Camondo
987,(183) ,"MONET 659 NATTIER (179; Monet, Claude,", (né à Paris 1840). ,La Seine à Port-Villez près Vernon,Coll. Camondo
988,(184) ,"MONET 659 NATTIER (179; Monet, Claude,", (né à Paris 1840). ,La cathédrale de Rouen. Le portail; temps gris.,Coll. Camondo
989,(1851 ,"MONET 659 NATTIER (179; Monet, Claude,", (né à Paris 1840). ,"La cathédrale de Rouen. Le portail; soleil matinal  - (186""i — La cathédrale de Rouen. La portail et la tour d'Albane; effet du matin.",Coll. Camondo
990,(187) ,"MONET 659 NATTIER (179; Monet, Claude,", (né à Paris 1840). ,La cathédrale de Rouen. Le portail et la tour d'Albane; plein soleil,Coll. Camondo
991,(188) ,"MONET 659 NATTIER (179; Monet, Claude,", (né à Paris 1840). ,Bras de Seine près de Giverny,Coll. Camondo
992,(189) ,"MONET 659 NATTIER (179; Monet, Claude,", (né à Paris 1840). ,Le bassin aux nymphéas; harmonie verte.,Coll. Camondo
993,(191) ,"Monet, Claude,", (né à Paris 1840) ,"Vétheuil, soleil couchant","Coll. Camondo \192) — Londres, le Parlement. Trouée de soleil dans le brouillard  —"
994,646 ,"Monnoyer, Jean-Baptiste, dit Baptiste.", (1634-1699). ,"Vase d'or avec des raisins, fleurs et fruits.",Vest. S. Bronzes
995,648 ,"Monnoyer, Jean-Baptiste, dit Baptiste.", (1634-1699). ,Fleurs ,1-0
996,649 ,"Monnoyer, Jean-Baptiste, dit Baptiste.", (1634-1699). ,Vase orné de fleurs. ,XIV-N
997,"S. N"" ","Monticelli, Adolphe.", ( 1824-1886). ,Baigneuses. ,E. F. XIXe S. 2e étgage II
998,S. N° ,"Monticelli, Adolphe.", ( 1824-1886). ,Promenade dans le parc au crépuscule,E. F. XIXe S. 2e étgage II
999,650 ,"Moreau, Louis-Gabriel.", (1740-1800) ,Vue du château de Vincennes prise des hauteurs de Montreuil ,XVI-N
1000,651 ,"Moreau, Louis-Gabriel.", (1740-1800) ,"Vue du coteau de Bellevue, prise du Parc de St.-Cloud ",XVI-N
1003,S. No ,"Mottez, Victor.", (1800-1807). ,Portrait de Mme M. ,VIII-N
1004,* ,"Millier, Charles.", (181 s-1802). ,L'Aurore d'après Le Brun. VoÙte,Galerie d'Apollon
1005,* ,"Millier, Charles.", (181 s-1802). ,La Gloire distribuant des palmes et des couronnes. Coupole,Esc. Mollien
1006,* ,"Millier, Charles.", (181 s-1802). ,"Plafond : Quatre époques de l'art en France: époques de St. Louis, François 1er, Louis XVI, Napoléon 1er. Au-dessous, huit grandes figures symboliques: l'Observation, l'Etude, l'Inspiration, la Fantaisie, le Goût, la Pensée, la Naïveté, l'Invention. ",XV
1007,"S. N"" ","Nanteuil, Robert,"," (vers 162 =,-1678). ",Portrait de Turenne. Pastel ,XIV-N
1008,"S. N"" ","Nanteuil, Robert,"," (vers 162 =,-1678). ",Portrait de Jean Dorien. Pastel' ,XIV-N
1009,S. N° ,"Nanteuil, Robert,"," (vers 162 =,-1678). ","Portrait de Dominique de Ligny, évêque de Meaux. Pastel. ",XIV-N
1010,656 ,"Natoire, Charles-Joseph.", (1700-1777). ,Triomphe de Bacchus. ,XVI-S
1011,S. No ,"Natoire, Charles-Joseph.", (1700-1777). ,Entretien de Basile et de Quitterie (Suite de Don Quichotte),Vest. S. V.
1012,657 ,"Nattier, Jean-Marc."," (it>8=,-i 700). ",La Madeleine ,XVI-N
1013,658 ,"Nattier, Jean-Marc."," (it>8=,-i 700). ","Portrait en pied de M""'e Adélaïde de France, quatrième fille de Louis XV ",Ire S. Meubles XVIIIe
1014,660 ,"Nattier, Jean-Marc.", (i085-1 766). ,"Portrait d'un chevalier de Malte. ,  ",1-0
