,author,life,title,width,height,wall,position,image_path
715,Le brun mme elisabeth louise vigée, (1755-1842). ,portraits de mme le brun coiffée d'un turban et de sa fiile,,,S,XVI,
716,Le brun mme elisabeth louise vigée, (1755-1842). ,portrait du peintre hubert robert,,,S,XVI,
717,Le brun mme elisabeth louise vigée, (1755-1842). ,portrait du peintre joseph vernet,,,S,XVI,
718,Le brun mme elisabeth louise vigée, (1755-1842). ,portrait de mme molé reymond de la comédiefrançaise,,,S,XVI,
719,Le brun mme elisabeth louise vigée, (1755-1842). ,portrait de mme le sould,,,,IVe S Meubles XVIIIe,
720,Leclerc jacques sébastien, (1743- 1785). ,un berger offre des fleurs à deux dames,,,,IVe S Meubles XVIIIe,
721,Leclerc jacques sébastien, (1743- 1785). ,l'oiseau en cage deux jeunes femmes dans un parc,,,,IVe S Meubles XVIIIe,
722,Lefebvre claude, (1632-1675). ,portraits d'un maître et de son élève,,,N,XIV,
723,Lefebvre claude, (1632-1675). ,portrait d'hom me,,,S,XIV,
724,Le fèvre robert, (1756-1830). ,portrait du peintre carle vernet,,,,E F XIXe S 1er étage I,
725,Lemaire poussin pierre, (1597-1659). ,vue d'anciens monuments de rome,,,,IX,
726,Lemaire poussin pierre, (1597-1659). ,vue d'anciens monuments de rome,,,,IX,
727,Le moine ou le moyne, (1688-1737). ,l'olympe esquisse d'un plafond,,,N,XVI,
728,Le moine ou le moyne, (1688-1737). ,junon iris et flore,,,S,XVI,
729,Paris musée national du louvre 47 le nain, (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,portraits dans un intérieur,,,,XII,
730,Paris musée national du louvre 47 le nain, (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,réunion de famie xii louis probablement 1501 1648 540,,,,Musée Charles X S III,
731,Paris musée national du louvre 47 le nain, (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,la charrette ou le retour de la fenaison,,,,XII,data/images_paintings/731.jpg
732,Paris musée national du louvre 47 le nain, (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,repas de paysans,,,E,I,
733,Paris musée national du louvre 47 le nain, (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,réunion de famille de paysans dans un intérieur xii probablement par louis 539 — la crèche xii mathieu 1607 1677 546,,,,Musée Charles X S III,
734,Paris musée national du louvre 47 le nain, (travaillaient dans la première moitié et le milieu du XVIIme siècle). ,réunion d'amateurs dit autrefois une chambre de rhétorique,,,,XII,
735,Lépicié nicolas bernard, (173s-1784).— ,cour d'une ferme,,,N,XVI,
736,Lépicié nicolas bernard, (173s-1784).— ,portrait de carie vernet enfant,,,N,XVI,
737,Lépicié nicolas bernard, (173s-1784).— ,trois enfants mangeant des crêpes,,,,Coll Schlichting,
738,Lépine stanislas, (18-56-1802). ,le grand bassin des tuilerics,,,,E F XIXe S 2e étage II,
739,Le roux charles, (1814-180=1) ,prairies et marais de corsept au mois d'août à l'embouchure de la loire figures de corot,,,,E F XIXe S 2e étage I,
740,Le sueur eustache, (1616-1655). ,l'ange du seigneur apparaît dans le désert à agar,,,N,XIV,
741,Le sueur eustache, (1616-1655). ,le père de tobie donnant des instructions à son fils,,,N,XIV,
742,Le sueur eustache, (1616-1655). ,la salutation angélique,227.0,297.0,E,XIV,data/images_paintings/742.jpg
743,Le sueur eustache, (1616-1655). ,jésus portant sa croix,126.0,61.0,N,XIV,data/images_paintings/743.jpg
744,Le sueur eustache, (1616-1655). ,la descente de croix,,,S,XIV,data/images_paintings/744.jpg
745,Le sueur eustache, (1616-1655). ,jésus apparaissant à la madeleine,,,N,XIV,
746,Le sueur eustache, (1616-1655). ,saint gervais et saint protais amenés devant astasius refusent de sacrifier à jupiter,684.0,357.0,N,XIV,data/images_paintings/746.jpg
747,Le sueur eustache, (1616-1655). ,prédication de saint paul à ephèse,328.0,394.0,S,XIV,data/images_paintings/747.jpg
748,Le sueur eustache, (1616-1655). ,apparition de la vierge à saint martin évêque de tours la vierge est accompagnée de sainte agnès sainte thècle saint pierre et saint paul,,,S,XIV,data/images_paintings/748.jpg
749,Le sueur eustache, (1616-1655). ,la messe de saint martin évêque de tours,,,S,XIV,
750,Le sueur eustache, (1616-1655). ,saint bruno assiste au sermon de raymond diocrès,130.0,193.0,,XIII,data/images_paintings/750.jpg
751,Le sueur eustache, (1616-1655). ,mort de raymond diocrès,130.0,193.0,,XIII,data/images_paintings/751.jpg
752,Le sueur eustache, (1616-1655). ,raymond diocrès parlant après sa mort pour annoncer sa damnation,,,,XIII,
753,Le sueur eustache, (1616-1655). ,saint bruno en prière,130.0,193.0,,Esc Mollien,data/images_paintings/753.jpg
754,Le sueur eustache, (1616-1655). ,saint bruno enseigne la théologie dans les écoles de reims,130.0,193.0,,Esc Mollien,data/images_paintings/754.jpg
755,Le sueur eustache, (1616-1655). ,saint bruno engage ses disciples et ses amis à quitter le monde,130.0,193.0,,Esc Mollien,data/images_paintings/755.jpg
756,Le sueur eustache, (1616-1655). ,songe de saint bruno,130.0,193.0,,Esc Mollien,data/images_paintings/756.jpg
757,Le sueur eustache, (1616-1655). ,saint bruno et ses compagnons avant de partir pour grenoble distribuent tous leurs biens aux pauvres,130.0,193.0,,Esc Mollien,data/images_paintings/757.jpg
758,Le sueur eustache, (1616-1655). ,arrivée de saint bruno à grenoble chez saint hugues ,130.0,193.0,,Esc Mollien,data/images_paintings/758.jpg
759,Le sueur eustache, (1616-1655). ,voyage à la chartreuse,130.0,193.0,,Esc Mollien,data/images_paintings/759.jpg
760,Le sueur eustache, (1616-1655). ,saint bruno fait construire le monastère,130.0,193.0,,Esc Mollien,data/images_paintings/760.jpg
761,Le sueur eustache, (1616-1655). ,saint bruno prend l'habit monastique,130.0,193.0,S,XIV,data/images_paintings/761.jpg
762,Le sueur eustache, (1616-1655). ,le pape victor 111 confirme l'institution des chartreux,,,,non exposé,
763,Le sueur eustache, (1616-1655). ,saint bruno donne l'habit à plusieurs personnes,130.0,193.0,,non exposé,data/images_paintings/763.jpg
764,Le sueur eustache, (1616-1655). ,saint bruno reçoit un message du papc,,,,non exposé,
765,Lethière guillaume guillon , 1700-18-52). ,la mort de virginie,778.0,458.0,S,VIII,data/images_paintings/765.jpg
766,Lethière guillaume guillon , 1700-18-52). ,la victoire et le génie des arts tympan,,,,S des Antonins,
767,Lévy emile, (1826-1890). ,portrait de jeune homme,56.0,88.0,,E F XIXe S 1er étage I,
768,Loir alexis, (vers 1712-1785). ,portrait de clément belle pastel,,,,S des Pastels,
769,Lundberg gustave, (1694-1786). ,portrait de charles natoire pastel,,,,S des Pastels,
770,Lundberg gustave, (1694-1786). ,portrait de françois boucher pastel,,,,S des Pastels,
771,Lusurier catherine, (1752-1781). ,portrait du peintre jean germain drouais à l'âge de 15 ans,,,E,XVI,
772,Maître de moulins," (Ecole de la Loire, fin du XVe Siècle). ",pierre il duc de bourbon sire de beaujeu gendre du roi louis xi avec saint pierre dans un paysage 1488,,,,X,
773,Maître de moulins," (Ecole de la Loire, fin du XVe Siècle). ",anne de france duchesse de bourbon dame de beaujeu fille du roi louis xi avec saint jean l'évangéliste dans un paysage 1488,,,,X,
774,Maître de moulins," (Ecole de la Loire, fin du XVe Siècle). ",sainte madeleine et une donatrice,,,,X,
775,Manet edouard, (1832-1883). ,olympia,191.0,130.5,S,VIII,data/images_paintings/775.jpg
776,Manet edouard, (1832-1883). ,lola de valence,192.0,123.0,,Musée Charles X S III,data/images_paintings/776.jpg
777,Manet edouard, (1832-1883). ,le fifre,97.0,160.0,,Musée Charles X S III,data/images_paintings/777.jpg
778,Manet edouard, (1832-1883). ,portrait de madame manet au piano,,,,Musée Charles X S III,
779,Manet edouard, (1832-1883). ,une branche de pivoines blanches,,,,Musée Charles X S III,
780,Manet edouard, (1832-1883). ,tige et fleurs de pivoines,,,,Musée Charles X S III,
781,Manet edouard, (1832-1883). ,le port de boulogne clair de lune,101.0,82.0,,Musée Charles X S III,data/images_paintings/781.jpg
782,Manet edouard, (1832-1883). ,le citron,22.0,14.0,,Musée Charles X S III,data/images_paintings/782.jpg
783,Manet edouard, (1832-1883). ,lola de valence dessin,,,,Musée Charles X S III,
784,Manet edouard, (1832-1883). ,buste de femme pastel,,,,Musée Charles X S III,
785,Manet edouard, (1832-1883). ,portrait d'irma blumer la viennoise pastel,,,,Musée Charles X S III,
786,Manglard adrien, (1695-1760). ,marine effet de clair de lune    ,,,,Marine,
787,Marilhat prosper, (1811-1847). ,ruines de la mosquée du khalife hakem au caire,130.7,84.5,,E F XIXe S 1er étage II,data/images_paintings/787.jpg
788,Marilhat prosper, (1811-1847). ,paysage  moutons s'abreuvant dans une rivière,,,,E F XIXe S 2e étage I,
789,Marilhat prosper, (1811-1847). ,paysage soleil couchant,,,,Marine,
790,Martin pierre denis, (Vers 1673-1742). ,louis xiv se rendant à l'église des invalides le 14 juillet 1701,,,,Esc Henri II,
791,Matout louis, (18 1 1 - 1888). ,l'assemblée des dieux plafond,,,,S d'Auguste,
792,Mauzaisse jean baptiste, (1784-1844). ,portrait de la mère de l'auteur,,,,E F XIXe S 1er étage I,
793,Mauzaisse jean baptiste, (1784-1844). ,peintures en grisaille dans les pendentifs de la voûte avec figures d'hommes qui portent quatre médaillons,,,,Vest Galerie d'Apollon coupole,
794,Mauzaisse jean baptiste, (1784-1844). ,plafond le temps — voussures les quatre saisons   dessus de portes  les quatre éléments   entre deux de fenêtres les arts les sciences le commerce la guerre,,,,S bijoux antiques,
795,Mauzaisse jean baptiste, (1784-1844). ,voussures trophées d'armes ou attributs encadrant les tables de la loi — plafond  la sagesse divine donnant des lois aux rois et aux législateurs,,,,IIIe S Meubles XVIIIe,
796,Mayer mlle constance, (1778-1821). ,l'heureuse mère,147.0,194.5,S,XVI,data/images_paintings/796.jpg
797,Mayer mlle constance, (1778-1821). ,la mère infortunée,144.5,193.0,S,XVI,data/images_paintings/797.jpg
798,Mayer mlle constance, (1778-1821). ,le rêve de bonheur,184.0,132.0,S,XVI,data/images_paintings/798.jpg
799,Meissonier ernest, (1815-1891). ,liseur,9.5,17.5,,T T,data/images_paintings/799.jpg
800,Meissonier ernest, (1815-1891). ,les trois fumeurs,,,,T T,
801,Meissonier ernest, (1815-1891). ,le joueur de nùte,,,,T T,
802,Meissonier ernest, (1815-1891). ,les ordonnances,30.5,44.5,,T T,data/images_paintings/802.jpg
803,Meissonier ernest, (1815-1891). ,le poète,,,,T T,
804,Meissonier ernest, (1815-1891). ,napoléon iii à solferino,,,,E F XIXe S 2e étage II,
805,Meissonier ernest, (1815-1891). ,napoléon iii entouré de son état major,,,,E F XIXe S 2e étage II,
806,Meissonier ernest, (1815-1891). ,l'attente,17.0,25.0,,E F XIXe S 2e étage II,data/images_paintings/806.jpg
807,Meissonier ernest, (1815 - 1891). ,blanchisseuse à antibes,12.8,14.7,,E F XIXe S 2e étage II,data/images_paintings/807.jpg
808,Meissonier ernest, (1815 - 1891). ,la madonna del bacio venise,,,,E F XIXe S 2e étage II,
809,Meissonier ernest, (1815 - 1891). ,ruines des tuileries 1871,,,,E F XIXe S 2e étage II,
810,Meissonier ernest, (1815 - 1891). ,le siège de paris 1870 71 allégorie,,,,E F XIXe S 2e étage II,
811,Meissonier ernest, (1815 - 1891). ,jean jacques rousseau et madame de warrens,,,,E F XIXe S 2e étage II,
812,Meissonier ernest, (1815 - 1891). ,etudes de cuirassiers ,13.0,18.0,,E F XIXe S 2e étage II,
813,Meissonier ernest, (1815 - 1891). ,la seine à poissy,24.0,15.0,,E F XIXe S 2e étage II,data/images_paintings/813.jpg
814,Meissonier ernest, (1815 - 1891). ,son portrait par lui même jeune,,,,E F XIXe S 2e étage II,
815,Meissonier ernest, (1815 - 1891). ,son portrait par lui même en 1880 — ii 73' — l'homme à l'épée,,,,Coll Chauchard IV,
816,Meissonier ernest , 1815-181)1— ,ie fumeur,,,,Coll Chauchard II,
817,Meissonier ernest , 1815-181)1— ,la confidence   ii r 80 — les amateurs de peinture  — iv 81 — au tourne bride,,,,Coll Chauchard II,
818,Meissonier ernest , 1815-181)1— ,le rieur   ii 83 — antibes la promenade à cheval — iii 84 1 — gentilhomme louis xiii   ii  851 — gentilhomme frisant sa moustache,,,,Coll Chauchard II,
819,Meissonier ernest , 1815-181)1— ,l'auberge du pont de poissy,45.5,56.5,,Musée Charles X S III,data/images_paintings/819.jpg
820,Meissonier ernest , 1815-181)1— ,1814 campagne de france,76.5,51.5,,Coll Chauchard II,data/images_paintings/820.jpg
821,Meissonier ernest , 1815-181)1— ,le maréchal lannes à cheval ,,,,Coll Chauchard II,
822,Meissonier ernest , 1815-181)1— ,le maréchal bessières à cheval,17.0,34.0,,Coll Chauchard II,data/images_paintings/822.jpg
823,Meissonier ernest, (1815-1X91). ,le grenadier en faction,11.5,23.5,,Musée Charles X S III,data/images_paintings/823.jpg
824,Meissonier ernest, (1815-1X91). ,dragon à cheval tenant un pistolet — iv 94i — lieutenant de cuirassiers caressant son cheval — ii 95i   dragon en vedette dans la campagne grande étude   1 96' — dragon à cheval le manteau en bandoulière,,,,Coll II,
825,Meissonier ernest, (1815-1X91). ,dragon en vedette regardant à droite,,,,Coll II,
826,Meissonier ernest, (1815-1X91). ,dragon en vedette regardant à gauche,,,,Coll IV,
827,Ménageot françois guillaume, (1744-1810). ,allégorie à la naissance du dauphin fils de louis xvi 1778 xvi e ménil de la tour georges du ,,,,Musée Charles X S III,
828,Mercier philippe, 11080-1700^. ,l'escamoteur,35.0,27.0,E,I,data/images_paintings/828.jpg
829,Mercier philippe, 11080-1700^. ,le jeune dégustateur,35.0,27.0,,S Blarenberghe,data/images_paintings/829.jpg
830,Mérimée jean françois léonor , 17^7-18^oï. ,diane rendant à aricie hippolyte ressuscité par esculape tympan,,,,S Grecque,
831,Meynier charles, (1708-18-2) ,plafond la france sous les traits de minerve recevant l'hommage des beaux arts — voussures  quatre basreliefs ornés de scènes ou de médaillons à la gloire des arts et des artistes,,,,Esc Daru,
832,Meynier charles, (1708-18-2) ,plafond  apothéose de poussin le sueur le brun,,,,Musée Charles X S III,data/images_paintings/832.jpg
833,Meynier charles, (1708-18-2) ,plafond  les nymphes de parthénope emportant les pénates conduites par la déesse des beauxarts sur les bords de la seine — voussures  quatre tableaux dans le genre de ceux d'herculanum,,,,Musée Charles X S III,
834,Michallon achille etna, ( 1700-1822). ,paysage e fxixes 1erétage,,,,I,
835,Michallon achille etna, ( 1700-1822). ,thésée poursuivant les centaures,273.0,218.0,E,VIII,data/images_paintings/835.jpg
836,Michel georges, (1763-184-}). ,aux environs de montmartre,80.0,64.5,,E F XIXe S 2e étage I,data/images_paintings/836.jpg
837,Michel georges, (1763-184-}). ,intérieur de forêt,79.0,64.0,,E F XIXe S 2e étage I,data/images_paintings/837.jpg
838,Mignard pierre, (1612- 1695). ,la vierge à la grappe,94.0,121.0,N,XIV,data/images_paintings/838.jpg
839,Mignard pierre, (1612- 1695). ,jéu' christ et la samaritaine,,,S,XIV,
840,Mignard pierre, (1612- 1695). ,sainte cécile chantant les louanges du seigneur,56.0,74.0,N,XIV,data/images_paintings/840.jpg
841,Mignard pierre, (1612- 1695). ,portraits en pied de louis de france dauphin fils de louis xiv le grand dauphin de sa femme et de ses enfants en bas âge,,,S,XV,
842,Mignard pierre, (1612- 1695). ,portrait de françoise d'aubigné marquise de maintenon,,,S,XIV,
843,Millet jean françois, (1814-187:;). ,l'église de gréville ,73.4,60.0,,E F XIXe S 2e étage I,data/images_paintings/843.jpg
844,Millet jean françois, (1814-187:;). ,baigneuses,24.1,18.5,,E F XIXe S 2e étage I,data/images_paintings/844.jpg
845,Millet jean françois, (1814-187:;). ,madame lecourtois belle sœur de l'artiste,,,,E F XIXe S 2e étage I,
846,Millet jean françois, (1814-187:;). ,le printemps,111.0,86.0,O,VIII,data/images_paintings/846.jpg
847,Millet jean françois," (1814-187=,). ",la couseuse,25.0,33.0,,E F XIXe S 2e étage I,data/images_paintings/847.jpg
848,Millet jean françois," (1814-187=,). ",le repos des faneurs,116.0,89.0,,E F XIXe S 2e étage I,data/images_paintings/848.jpg
849,Millet jean françois," (1814-187=,). ",portrait de m collot,,,,E F XIXe S 2e étage II,
850,Millet jean françois," (1814-187=,). ",le repos des moissonneurs esquisse,,,,E F XIXe S 1er étage II,
851,Millet jean françois," (1814-187=,). ",brùleuse d'herbes,29.0,38.4,,T T,data/images_paintings/851.jpg
852,Millet jean françois, (1814-187 ,sles botteleurs,,,,T T,
853,Millet jean françois, (1814-187 ,le vanneur,29.0,38.5,,T T,data/images_paintings/853.jpg
854,Millet jean françois, (1814-187 ,précaution maternelle,20.5,29.0,,T T,data/images_paintings/854.jpg
855,Millet jean françois, (1814-187 ,le fendeur de bois,29.5,38.0,,T T,data/images_paintings/855.jpg
856,Millet jean françois, (1814-187 ,le vanneur,29.0,38.5,,Coll Chauchard IV,data/images_paintings/856.jpg
857,Millet jean françois, (1814-187 ,la petite bergère,25.0,32.5,,Coll Chauchard IV,data/images_paintings/857.jpg
858,Millet jean françois, (1814-187 ,la tricoteuse ,29.5,39.0,,Coll Chauchard IV,data/images_paintings/858.jpg
859,Millet jean françois, (1814-187 ,l'angelus,66.0,55.5,,Coll Chauchard III,data/images_paintings/859.jpg
860,Millet jean françois, (1814-187 ,la femme au puits dessin,,,,Coll Chauchard IV,
861,Millet jean françois, (1814-187 ,la bergère gardant ses moutons,,,,Coll Chauchard IV,data/images_paintings/861.jpg
862,Millet jean françois, (1814-187 ,la fileuse chevrière auvergnate,73.5,92.5,,Coll Chauchard IV,data/images_paintings/862.jpg
